Results of Photometric1

Plate	Well	Type	Group	Sample	Meas. time [s]	Abs	Wavelength	
1	 E10	Unknown	Assay	Coc_0001 4/6	26,51	0,14016	750	
1	 E10	Unknown	Assay	Coc_0001 4/6	26,69	0,157924	682	
1	 F10	Unknown	Assay	Coc_0001 5/6	26,99	0,155222	750	
1	 F10	Unknown	Assay	Coc_0001 5/6	27,16	0,180694	682	
1	 G10	Unknown	Assay	Coc_0001 6/6	27,46	0,155236	750	
1	 G10	Unknown	Assay	Coc_0001 6/6	27,64	0,184991	682	
1	 B11	Unknown	Assay	Coc_0000 1/6	28,21	0,121708	750	
1	 B11	Unknown	Assay	Coc_0000 1/6	28,39	0,124805	682	
1	 C11	Unknown	Assay	Coc_0000 2/6	28,69	0,121416	750	
1	 C11	Unknown	Assay	Coc_0000 2/6	28,87	0,132037	682	
1	 D11	Unknown	Assay	Coc_0000 3/6	29,17	0,144788	750	
1	 D11	Unknown	Assay	Coc_0000 3/6	29,34	0,172209	682	
1	 E11	Unknown	Assay	Coc_0000 4/6	29,65	0,0824434	750	
1	 E11	Unknown	Assay	Coc_0000 4/6	29,82	0,0799097	682	
1	 F11	Unknown	Assay	Coc_0000 5/6	30,12	0,123091	750	
1	 F11	Unknown	Assay	Coc_0000 5/6	30,3	0,135458	682	
1	 G11	Unknown	Assay	Coc_0000 6/6	30,6	0,158088	750	
1	 G11	Unknown	Assay	Coc_0000 6/6	30,78	0,181322	682	

